●52주차 (2019년 12월 23일 ~ 2019년 12월 29일),,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액,매출액,매출액증감,매출액증감율,누적매출액,관객수,관객수증감,관객수증감율,누적관객수,스크린수,상영횟수,대표국적,국적,배급사
24,숲속의 마녀들,2019-08-14,"12,073,920",0.0%,"1,088,240",9.9%,"64,146,320","2,944",708,31.7%,"21,650",3,13,미국,미국,제인앤유
25,파바로티,2020-01-01,"17,841,500",0.0%,"11,921,500",201.4%,"28,776,000","2,791","2,199",371.5%,"3,941",17,27,영국,영국,오드
26,윤희에게,2019-11-14,"22,762,480",0.0%,"-14,256,160",-38.5%,"926,724,150","2,754","-1,936",-41.3%,"116,333",22,113,한국,한국,(주)리틀빅픽쳐스
27,프란치스코 교황 : 맨 오브 히스 워드,2019-11-21,"19,392,460",0.0%,"-13,010,020",-40.2%,"264,839,820","2,624","-1,897",-42.0%,"36,102",9,61,이탈리아,"이탈리아,스위스,독일,프랑스","㈜영화사 백두대간,영화사 풀"
28,라스트 크리스마스,2019-12-05,"21,091,600",0.0%,"-117,017,700",-84.7%,"2,057,235,330","2,585","-14,909",-85.2%,"249,181",29,99,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
29,러브 액츄얼리,2003-12-05,"19,533,020",0.0%,"-11,815,580",-37.7%,"2,198,476,828","2,299",-997,-30.2%,"313,254",18,77,미국,"미국,영국","(주)제이앤씨미디어그룹,와이드 릴리즈(주),UIP코리아,(유)조이앤시네마"
30,감쪽같은 그녀,2019-12-04,"12,323,360",0.0%,"-266,310,420",-95.6%,"3,592,743,790","2,087","-37,077",-94.7%,"469,015",48,88,한국,한국,메가박스중앙(주)플러스엠
31,헤로니모,2019-11-21,"10,567,100",0.0%,"-4,369,200",-29.3%,"108,065,720","1,774",-542,-23.4%,"14,565",10,36,한국,"한국,미국",커넥트픽쳐스(주)
32,아이리시맨,2019-11-20,"12,626,500",0.0%,"1,616,380",14.7%,"291,520,400","1,431",70,5.1%,"34,463",7,40,미국,미국,판씨네마(주)
33,아스테릭스: 마법 물약의 비밀,2019-12-12,"7,489,000",0.0%,"-21,573,100",-74.2%,"77,558,680","1,384","-3,873",-73.7%,"12,468",16,38,프랑스,프랑스,(주)박수엔터테인먼트
34,버팔로 대대,,"2,782,000",0.0%,"2,782,000",100.0%,"2,782,000","1,381","1,381",100.0%,"1,381",1,15,미국,미국,
35,미드웨이,2019-12-31,"12,822,000",0.0%,"11,614,000",961.4%,"14,030,000","1,342","1,191",788.7%,"1,493",2,4,미국,미국,(주)누리픽쳐스
36,결혼 이야기,2019-11-27,"11,465,280",0.0%,"-547,880",-4.6%,"160,660,560","1,314",-112,-7.9%,"19,797",8,44,영국,영국,판씨네마(주)
37,전함 발진하라,,"2,542,000",0.0%,"2,542,000",100.0%,"2,542,000","1,271","1,271",100.0%,"1,271",1,15,미국,미국,
38,어제 일은 모두 괜찮아,2019-11-21,"4,893,500",0.0%,"-4,567,000",-48.3%,"129,624,280","1,163",-893,-43.4%,"17,542",6,21,한국,한국,(주)삼백상회
39,"힘을 내요, 미스터 리",2019-09-11,"10,950,000",0.0%,"10,207,000",1373.8%,"9,930,518,906","1,095",946,634.9%,"1,181,960",5,5,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
40,디에고,2019-12-12,"2,431,400",0.0%,"-3,983,500",-62.1%,"41,996,900","1,063",214,25.2%,"8,585",13,57,영국,영국,워터홀컴퍼니(주)
41,카운트다운,2019-12-12,"9,159,000",0.0%,"-146,733,000",-94.1%,"610,135,500","1,031","-17,945",-94.6%,"73,246",54,122,미국,미국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온"
42,극장판 반지의 비밀일기,2019-09-11,"10,200,000",0.0%,"10,200,000",100.0%,"550,043,170","1,020","1,020",100.0%,"68,339",4,4,한국,한국,"(주)영화사 빅,(주)버킷스튜디오"
43,지상 최대의 서커스,,"2,044,000",0.0%,"2,044,000",100.0%,"4,005,000","1,012","1,012",100.0%,"1,990",1,16,,,
44,러브 앳,2019-11-27,"8,115,000",0.0%,"-8,404,500",-50.9%,"743,515,500",981,-956,-49.4%,"92,876",8,45,프랑스,"프랑스,벨기에",(주)크리픽쳐스
45,레미제라블,2012-12-19,"6,325,000",0.0%,"6,325,000",100.0%,"43,099,461,000",832,832,100.0%,"5,922,208",2,11,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
46,울지마 톤즈 2 : 슈크란 바바,2020-01-09,"7,254,000",0.0%,"7,254,000",100.0%,"7,254,000",806,806,100.0%,806,3,3,한국,한국,(주)영화특별시에스엠씨
47,웃는남자 감독판,2019-11-29,"10,066,000",0.0%,"-4,617,000",-31.4%,"168,908,000",795,-327,-29.1%,"12,820",1,7,한국,한국,(주)디지컴코리아엠앤엠
48,블랙머니,2019-11-13,"4,156,000",0.0%,"-51,625,940",-92.5%,"20,862,134,010",786,"-7,039",-90.0%,"2,478,764",9,40,한국,한국,(주)에이스메이커무비웍스
49,화이트 크리스마스,,"1,572,000",0.0%,"1,004,000",176.8%,"9,845,000",781,497,175.0%,"4,907",1,12,미국,미국,
50,벌새,2019-08-29,"5,996,000",0.0%,"1,644,800",37.8%,"1,173,660,925",730,159,27.8%,"144,414",6,28,한국,한국,"(주)엣나인필름,(주)콘텐츠판다"
51,교회오빠,2019-05-16,"5,622,000",0.0%,"1,196,000",27.0%,"896,427,710",706,85,13.7%,"112,700",3,11,한국,한국,커넥트픽쳐스(주)
52,퍼펙트맨,2019-10-02,"6,770,000",0.0%,"4,440,000",190.6%,"10,311,352,770",677,444,190.6%,"1,240,022",4,4,한국,한국,(주)쇼박스
53,피아니스트의 전설,2020-01-01,"4,596,500",0.0%,"4,596,500",100.0%,"4,671,500",675,675,100.0%,700,7,9,이탈리아,이탈리아,(주)라이크콘텐츠
54,말괄량이 길들이기,,"1,348,000",0.0%,"1,348,000",100.0%,"2,023,000",669,669,100.0%,"1,004",1,15,이탈리아,"이탈리아,미국",
55,날씨의 아이,2019-10-30,"5,001,980",0.0%,"-4,226,320",-45.8%,"5,412,066,130",625,-491,-44.0%,"655,718",4,15,일본,일본,"(주)미디어캐슬,워터홀컴퍼니(주)"
56,스타워즈: 라이즈 오브 스카이워커,2020-01-08,"8,112,000",0.0%,"8,112,000",100.0%,"8,112,000",624,624,100.0%,624,1,1,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
57,어메이징 그레이스,2019-11-28,"4,471,000",0.0%,"2,678,500",149.4%,"41,555,700",565,338,148.9%,"5,350",5,19,미국,미국,(주)영화사 진진
58,신의 한 수: 귀수편,2019-11-07,"2,949,500",0.0%,"1,524,900",107.0%,"18,458,320,050",550,340,161.9%,"2,156,350",8,50,한국,한국,(주)씨제이이엔엠
59,대통령의 7시간,2019-11-14,"4,300,000",0.0%,"1,561,000",57.0%,"238,897,840",547,137,33.4%,"28,318",6,35,한국,한국,"(주)씨네포트,주식회사 마운틴픽쳐스"
60,오페라의 유령,2004-12-08,"3,909,000",0.0%,"3,909,000",100.0%,"10,094,112,100",521,521,100.0%,"1,578,157",2,9,미국,미국,"(주)팝엔터테인먼트,(주)드림팩트엔터테인먼트,CJ ENM"
61,82년생 김지영,2019-10-23,"3,281,700",0.0%,"-6,877,900",-67.7%,"30,298,542,310",464,-852,-64.7%,"3,678,156",4,12,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
62,삽질,2019-11-14,"3,974,000",0.0%,"844,000",27.0%,"121,326,530",437,57,15.0%,"15,274",4,15,한국,한국,(주)엣나인필름
63,오셀로,,"826,000",0.0%,"426,000",106.5%,"3,938,000",432,219,102.8%,"1,681",1,4,미국,미국,
64,월성,2019-12-12,"3,429,600",0.0%,"-11,637,100",-77.2%,"39,578,760",429,"-1,438",-77.0%,"4,666",7,23,한국,한국,(주)리틀빅픽쳐스
65,오피셜 시크릿,2019-11-27,"3,744,000",0.0%,"3,302,500",748.0%,"105,679,300",416,362,670.4%,"13,163",5,5,영국,영국,(주)팬엔터테인먼트
66,타오르는 여인의 초상,2020-01-16,"2,695,000",0.0%,"2,065,000",327.8%,"6,320,000",399,329,470.0%,769,3,5,프랑스,프랑스,"그린나래미디어(주),(주)홈초이스"
67,블랙 스완,2011-02-24,"3,478,080",0.0%,"-9,694,500",-73.6%,"12,555,695,700",387,"-1,092",-73.8%,"1,631,449",5,25,미국,미국,"(주)영화사 그램,이십세기폭스코리아(주)"
68,아이 엠 브리딩,2019-12-19,"2,462,000",0.0%,"-1,392,600",-36.1%,"6,316,600",372,-110,-22.8%,854,11,59,영국,영국,독포레스트
69,아내를 죽였다,2019-12-11,"2,693,700",0.0%,"-133,120,420",-98.0%,"764,759,760",367,"-16,348",-97.8%,"91,922",9,24,한국,한국,케이티하이텔(주)
70,갱,2020-01-16,"3,258,000",0.0%,"594,000",22.3%,"7,823,000",362,66,22.3%,871,2,2,한국,한국,(주)삼백상회
70,차일드 인 타임,2020-01-09,"2,422,000",0.0%,"2,422,000",100.0%,"2,422,000",362,362,100.0%,362,4,4,영국,영국,(주)팝엔터테인먼트
72,이태원,2019-12-05,"2,735,000",0.0%,"-10,280",-0.4%,"18,096,360",353,-25,-6.6%,"2,302",7,34,한국,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
73,그린 북,2019-01-09,"1,745,000",0.0%,"-735,000",-29.6%,"3,672,323,360",349,-39,-10.1%,"439,000",3,5,미국,미국,CGV아트하우스
73,북경의 55일,,"698,000",0.0%,"-1,866,000",-72.8%,"12,615,000",349,-933,-72.8%,"6,272",1,3,미국,미국,
75,디아스포라의 노래 : 아리랑 로드,2019-12-12,"1,786,000",0.0%,"-606,500",-25.4%,"7,333,500",338,-125,-27.0%,"1,189",4,18,한국,한국,(주)드림팩트엔터테인먼트
76,라보엠,2014-12-20,"5,242,000",0.0%,"3,179,000",154.1%,"64,624,000",336,204,154.5%,"4,314",6,12,독일,독일,(주)쓰리캣프로덕션
77,을화,1979-09-28,"654,000",0.0%,"654,000",100.0%,"10,131,000",335,335,100.0%,"5,087",1,6,한국,한국,
78,더 컨덕터,2019-11-14,"2,118,000",0.0%,"1,616,000",321.9%,"92,133,420",302,232,331.4%,"10,975",2,3,네덜란드,네덜란드,(주)라이크콘텐츠
79,마왕의 딸 이리샤,2019-09-26,"2,100,000",0.0%,"1,141,000",119.0%,"116,672,980",300,163,119.0%,"16,393",1,1,한국,한국,"(주)싸이더스,(주)삼백상회"
79,백야,1986-09-13,"615,000",0.0%,"189,000",44.4%,"4,182,000",300,92,44.2%,"2,071",1,8,미국,미국,
81,크롤,2019-11-27,"1,992,000",0.0%,"67,000",3.5%,"1,125,975,080",290,46,18.9%,"140,296",2,8,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
82,집 이야기,2019-11-28,"2,053,000",0.0%,"-252,500",-11.0%,"66,693,080",288,-18,-5.9%,"9,835",4,19,한국,한국,CGV아트하우스
83,맘마미아!,2008-09-03,"1,978,000",0.0%,"1,978,000",100.0%,"29,690,903,850",275,275,100.0%,"4,578,514",1,7,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
84,영화로운 나날,2019-12-12,"1,481,000",0.0%,"-1,203,480",-44.8%,"12,010,980",274,-43,-13.6%,"1,516",8,37,한국,한국,㈜인디스토리
85,해치지않아,2020-01-15,"1,834,000",0.0%,"1,834,000",100.0%,"1,834,000",262,262,100.0%,262,1,1,한국,한국,(주)에이스메이커무비웍스
86,호흡,2019-12-19,"1,808,460",0.0%,"-2,889,640",-61.5%,"9,250,560",248,-331,-57.2%,"1,149",14,67,한국,한국,(주)영화사 그램
87,옆집 누나의 성물,2019-12-27,"1,183,000",0.0%,"1,183,000",100.0%,"1,183,000",244,244,100.0%,244,20,20,한국,한국,(주)케이알씨지
87,정사 그녀의 언니,2019-12-27,"1,183,000",0.0%,"1,183,000",100.0%,"1,183,000",244,244,100.0%,244,20,20,한국,한국,(주)케이알씨지
89,메기,2019-09-26,"1,945,000",0.0%,"-891,000",-31.4%,"325,437,977",239,-116,-32.7%,"38,546",2,7,한국,한국,"(주)엣나인필름,CGV아트하우스"
90,티켓다방 2,2019-12-26,"1,114,000",0.0%,"1,114,000",100.0%,"1,114,000",229,229,100.0%,229,20,20,한국,한국,(주)컨텐츠 빌리지
91,속물들,2019-12-12,"1,247,000",0.0%,"-4,793,900",-79.4%,"20,536,440",223,-585,-72.4%,"2,674",4,15,한국,한국,(주)삼백상회
92,샐린저,2019-12-12,"1,662,580",0.0%,"-1,707,120",-50.7%,"10,149,180",215,-236,-52.3%,"1,322",6,30,미국,미국,판씨네마(주)
93,맘마미아!2,2018-08-08,"1,592,500",0.0%,"1,592,500",100.0%,"19,609,112,503",203,203,100.0%,"2,294,087",1,7,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
94,멋진 인생,,"402,000",0.0%,"402,000",100.0%,"17,386,000",201,201,100.0%,"7,639",1,6,미국,미국,
95,마담 X,,"386,000",0.0%,"386,000",100.0%,"4,029,000",193,193,100.0%,"2,007",1,4,미국,미국,
95,코끼리는 그곳에 있어,2019-11-21,"2,679,300",0.0%,"1,494,300",126.1%,"20,041,400",193,72,59.5%,"1,548",3,9,중국,중국,아이 엠
97,디어스킨,2020-01-01,"1,485,000",0.0%,"1,485,000",100.0%,"1,485,000",189,189,100.0%,189,1,2,프랑스,프랑스,M&M 인터내셔널
97,리오 브라보,,"348,000",0.0%,"206,000",145.1%,"28,961,000",189,118,166.2%,"12,247",1,2,미국,미국,
99,캐롤,2016-02-04,"1,557,942",0.0%,"1,557,942",100.0%,"2,701,782,695",179,179,100.0%,"325,910",1,2,미국,"미국,영국",CGV아트하우스
100,홍등,1993-01-01,"346,000",0.0%,"346,000",100.0%,"873,000",173,173,100.0%,288,1,6,중국,중국,
101,산타 앤 컴퍼니,2019-12-12,"1,046,000",0.0%,"-2,786,800",-72.7%,"21,524,900",172,-363,-67.9%,"2,735",4,4,프랑스,프랑스,(주)디스테이션
102,장사리 : 잊혀진 영웅들,2019-09-25,"1,008,000",0.0%,"-5,649,000",-84.9%,"8,997,921,050",168,"-1,114",-86.9%,"1,140,876",1,1,한국,한국,워너브러더스 코리아(주)
102,아담스 패밀리,2019-11-07,"1,008,000",0.0%,"98,000",10.8%,"2,636,851,140",168,26,18.3%,"329,947",2,4,미국,"미국,영국,캐나다",유니버설픽쳐스인터내셔널 코리아(유)
104,터미네이터: 다크 페이트,2019-10-30,"1,276,960",0.0%,"-4,642,440",-78.4%,"20,153,895,830",166,-549,-76.8%,"2,409,062",1,3,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
105,천지창조 / 더 바이블,1986-03-01,"319,000",0.0%,"319,000",100.0%,"5,161,000",157,157,100.0%,"2,573",1,6,미국,미국,
106,보리밭을 흔드는 바람,2006-11-02,"881,000",0.0%,"-1,825,440",-67.4%,"91,993,620",155,-239,-60.7%,"13,968",1,4,영국,"영국,독일,아일랜드,이탈리아","(주)영화사 진진,(주)동숭아트센터"
107,기생충,2019-05-30,"1,338,400",0.0%,"-2,860,600",-68.1%,"85,883,963,645",154,-314,-67.1%,"10,085,275",2,4,한국,한국,(주)씨제이이엔엠
108,굿 라이어,2019-12-05,"1,153,000",0.0%,"-2,513,000",-68.5%,"215,111,720",152,-342,-69.2%,"26,352",1,7,미국,미국,워너브러더스 코리아(주)
109,21 브릿지: 테러 셧다운,2020-01-01,"1,661,000",0.0%,"1,661,000",100.0%,"1,661,000",151,151,100.0%,151,1,1,미국,미국,"(주)드림팩트엔터테인먼트,(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온"
110,엔젤 해즈 폴른,2019-11-13,"900,000",0.0%,"-614,000",-40.6%,"1,479,789,022",150,-48,-24.2%,"181,400",1,1,미국,미국,메가박스중앙(주)플러스엠
111,애국자 게임 2 - 지록위마,,"1,157,000",0.0%,"-1,305,000",-53.0%,"5,578,500",148,-154,-51.0%,700,1,2,한국,한국,
111,라 보엠,,"2,309,000",0.0%,"2,309,000",100.0%,"56,048,500",148,148,100.0%,"2,512",6,6,미국,미국,
113,조커,2019-10-02,"1,324,000",0.0%,"-348,600",-20.8%,"45,381,075,450",145,-65,-31.0%,"5,247,874",1,5,미국,미국,워너브러더스 코리아(주)
113,라 파미에,2019-12-12,"874,000",0.0%,"-1,839,500",-67.8%,"6,510,280",145,-240,-62.3%,940,6,18,프랑스,프랑스,(주)에스와이코마드
115,신의 은총으로,2020-01-16,"714,000",0.0%,"-425,000",-37.3%,"1,853,000",142,18,14.5%,266,3,3,프랑스,프랑스,찬란
115,더 킹: 헨리 5세,2019-10-23,"882,000",0.0%,"614,000",229.1%,"149,619,820",142,99,230.2%,"19,459",1,3,네덜란드,네덜란드,판씨네마(주)
117,드래곤 빌리지,2019-12-12,"863,000",0.0%,"-5,670,800",-86.8%,"27,760,900",141,-979,-87.4%,"4,160",1,5,터키,터키,와이드 릴리즈(주)
118,바람의 언덕,2020-04-23,"1,159,000",0.0%,"718,000",162.8%,"3,293,500",140,77,122.2%,440,1,2,한국,한국,영화사 삼순
119,체크 히어로,2019-10-23,"405,000",0.0%,"402,000",13400.0%,"101,584,750",135,134,13400.0%,"14,087",1,3,덴마크,덴마크,예지림엔터테인먼트
120,미드나잇 인 파리,2012-07-05,"1,228,000",0.0%,"1,228,000",100.0%,"2,791,260,517",131,131,100.0%,"376,904",1,1,미국,"미국,스페인","(주)디스테이션,(주)드림팩트엔터테인먼트,(주)나이너스엔터테인먼트"
121,엑시트,2019-07-31,"996,000",0.0%,"-1,189,000",-54.4%,"79,232,012,162",124,-271,-68.6%,"9,426,011",1,2,한국,한국,(주)씨제이이엔엠
122,몽마르트 파파,2020-01-09,"615,000",0.0%,"-519,000",-45.8%,"2,631,000",123,-3,-2.4%,396,3,3,한국,한국,(주)트리플픽쳐스
123,우리를 갈라놓는 것들,2019-11-28,"937,000",0.0%,"-313,000",-25.0%,"14,629,580",122,-84,-40.8%,"1,727",5,18,한국,한국,(주)엣나인필름
124,토이 스토리 4,2019-06-20,"726,000",0.0%,"726,000",100.0%,"28,758,452,040",121,121,100.0%,"3,400,034",1,1,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
125,행복한 라짜로,2019-06-20,"1,086,000",0.0%,"922,000",562.2%,"129,344,240",120,102,566.7%,"16,273",1,5,이탈리아,이탈리아,주식회사 슈아픽처스
126,십계 4편 : 부모를 공경하라,,"407,500",0.0%,"247,500",154.7%,"567,500",119,72,153.2%,166,1,3,폴란드,폴란드,
126,십계 5편 : 살인하지 말라,,"557,000",0.0%,"405,500",267.7%,"866,500",119,75,170.5%,210,1,3,폴란드,폴란드,
126,십계 3편 : 안식일을 지키라,,"407,500",0.0%,"247,500",154.7%,"567,500",119,72,153.2%,166,1,3,폴란드,폴란드,
129,찬실이는 복도 많지,2020-03-05,"1,044,000",0.0%,"-559,000",-34.9%,"3,641,000",116,-113,-49.3%,487,1,2,한국,한국,찬란
130,세인트 루이스에서 만나요,,"228,000",0.0%,"228,000",100.0%,"2,000,000",114,114,100.0%,990,1,8,미국,미국,
131,본 투 드라이브,2019-12-12,"533,000",0.0%,"294,000",123.0%,"2,038,000",105,73,228.1%,282,1,4,노르웨이,노르웨이,썬택엔터테인먼트 주식회사
132,경계선,2019-10-24,"918,000",0.0%,"361,000",64.8%,"147,802,880",104,41,65.1%,"17,659",2,8,스웨덴,"스웨덴,덴마크",(주)제이앤씨미디어그룹
133,나를 찾아줘,2019-11-27,"891,000",0.0%,"-18,017,500",-95.3%,"5,117,014,620",103,"-2,509",-96.1%,"645,082",1,4,한국,한국,워너브러더스 코리아(주)
133,청춘빌라 살인사건,2020-01-02,"618,000",0.0%,"618,000",100.0%,"618,000",103,103,100.0%,103,1,1,한국,한국,(주)미로스페이스
135,성의,1986-12-31,"200,000",0.0%,"200,000",100.0%,"10,087,644",100,100,100.0%,"6,366",1,9,미국,미국,
136,레토,2019-01-03,"593,092",0.0%,"470,092",382.2%,"188,042,072",97,83,592.9%,"21,534",2,2,러시아,"러시아,프랑스","(주)엣나인필름,플레이리스트(주)"
137,남의 것이 더 좋아,,"188,000",0.0%,"188,000",100.0%,"4,141,000",94,94,100.0%,"2,058",1,7,영국,영국,
138,라라랜드,2016-12-07,"551,908",0.0%,"-42,092",-7.1%,"30,042,965,388",92,26,39.4%,"3,601,434",1,1,미국,미국,판씨네마(주)
138,쉘부르의 우산,1992-09-26,"551,908",0.0%,"551,908",100.0%,"118,757,668",92,92,100.0%,"16,083",1,1,프랑스,"프랑스,독일",(주)에스와이코마드
140,기적,1972-12-23,"182,000",0.0%,"-158,000",-46.5%,"20,324,558",91,-89,-49.4%,"11,364",1,2,미국,미국,
140,퐁네프의 연인들,1992-04-18,"1,092,000",0.0%,"1,092,000",100.0%,"65,375,200",91,91,100.0%,"8,366",1,1,프랑스,프랑스,오드
142,오버 데어,,"1,052,000",0.0%,"1,052,000",100.0%,"4,570,000",88,88,100.0%,522,1,1,한국,한국,(주)영화사 진진
143,십계 10편 : 네 이웃을 소유를 탐내지 말라,,"297,500",0.0%,"118,000",65.7%,"543,000",86,33,62.3%,160,1,2,폴란드,폴란드,
143,십계 9편 : 네 이웃의 아내를 탐내지 말라,,"297,500",0.0%,"118,000",65.7%,"543,000",86,33,62.3%,160,1,2,폴란드,폴란드,
145,부베의 여인,,"166,000",0.0%,"166,000",100.0%,"3,438,000",83,83,100.0%,"1,709",1,6,이탈리아,"이탈리아,프랑스",
146,카잔자키스,2020-01-30,"408,000",0.0%,"97,000",31.2%,"719,000",81,39,92.9%,123,2,2,기타,기타,(주)마노엔터테인먼트
147,겨울 이야기,,"590,000",0.0%,"590,000",100.0%,"6,633,000",80,80,100.0%,"1,012",1,1,프랑스,프랑스,
148,신데렐라,2018-12-01,"1,176,000",0.0%,"-56,000",-4.5%,"38,103,000",78,-13,-14.3%,"1,713",6,6,미국,미국,(주) 인스터 글로벌
148,십계 6편 : 간음하지 말라,,"270,000",0.0%,"118,500",78.2%,"805,500",78,34,77.3%,201,1,2,폴란드,폴란드,
148,십계 7편 : 도적질하지 말라,,"270,500",0.0%,"99,000",57.7%,"587,500",78,27,52.9%,173,1,2,폴란드,폴란드,
148,십계 8편 : 거짓 증언하지 말라,,"270,500",0.0%,"99,000",57.7%,"587,500",78,27,52.9%,173,1,2,폴란드,폴란드,
152,에릭 클랩튼: 기타의 신,2020-01-23,"378,000",0.0%,"378,000",100.0%,"1,166,000",74,74,100.0%,160,1,1,영국,영국,(주)영화사 진진
153,우리집,2019-08-22,"492,000",0.0%,"-625,000",-56.0%,"444,391,340",73,-42,-36.5%,"56,087",2,2,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
