●16주차 (2019년 04월 15일 ~ 2019년 04월 21일),,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액,매출액,매출액증감,매출액증감율,누적매출액,관객수,관객수증감,관객수증감율,누적관객수,스크린수,상영횟수,대표국적,국적,배급사
,,,,점유율,(전주대비),(전주대비),,,(전주대비),(전주대비),,,,,,
1,생일,2019-04-03,"2,493,635,199",23.1%,"-720,478,341",-22.4%,"8,894,947,630","304,366","-81,963",-21.2%,"1,066,140",878,"20,544",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
2,요로나의 저주,2019-04-17,"1,433,462,451",13.3%,"1,425,858,451",18751.4%,"1,441,066,451","160,214","159,368",18837.8%,"161,060",620,"13,035",미국,미국,워너브러더스 코리아(주)
3,미성년,2019-04-11,"895,039,970",8.3%,"-307,815,670",-25.6%,"2,136,668,110","106,513","-31,079",-22.6%,"248,101",628,"12,157",한국,한국,(주)쇼박스
4,헬보이,2019-04-10,"768,606,287",7.1%,"-1,147,972,067",-59.9%,"2,686,990,641","91,667","-128,318",-58.3%,"311,910",632,"12,230",미국,미국,메가박스중앙(주)플러스엠
5,돈,2019-03-20,"626,257,210",5.8%,"-946,411,220",-60.2%,"28,783,498,492","75,297","-110,134",-59.4%,"3,378,078",542,"7,500",한국,한국,(주)쇼박스
6,크게 될 놈,2019-04-18,"492,229,870",4.6%,"483,661,870",5645.0%,"501,854,870","61,169","60,217",6325.3%,"62,272",447,"4,258",한국,한국,(주)영화사오원
7,캡틴 마블,2019-03-06,"516,185,350",4.8%,"119,991,700",30.3%,"51,114,958,983","59,097","12,701",27.4%,"5,755,435",223,"2,417",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
8,왓칭,2019-04-17,"375,663,262",3.5%,"367,680,262",4605.8%,"390,600,262","44,296","43,409",4893.9%,"46,139",488,"6,487",한국,한국,(주)리틀빅픽쳐스
9,바이스,2019-04-11,"369,443,700",3.4%,"-215,257,200",-36.8%,"1,034,851,200","44,195","-23,541",-34.8%,"121,583",226,"4,396",미국,미국,(주)콘텐츠판다
10,아이 엠 마더,2019-04-11,"259,319,000",2.4%,"-182,800,000",-41.3%,"702,779,000","31,860","-20,084",-38.7%,"83,953",189,"3,897",미국,미국,"(주)삼백상회,(주)팬엔터테인먼트"
11,노팅 힐,1999-07-03,"264,541,300",2.5%,"264,541,300",100.0%,"264,826,300","31,316","31,316",100.0%,"31,419",183,"2,821",미국,"미국,영국",유니버설픽쳐스인터내셔널 코리아(유)
12,장난스런 키스,2019-03-27,"238,675,900",2.2%,"-366,605,350",-60.6%,"3,424,184,128","28,536","-43,228",-60.2%,"419,084",274,"2,816",대만,대만,"오드,(주)홈초이스"
13,나의 특별한 형제,2019-05-01,"195,984,000",1.8%,"188,754,000",2610.7%,"203,214,000","28,096","26,650",1843.0%,"29,542",48,135,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
14,파이브 피트,2019-04-10,"231,475,250",2.1%,"-300,861,510",-56.5%,"825,672,010","27,302","-33,147",-54.8%,"94,697",428,"3,126",미국,미국,"(주)누리픽쳐스,케이티하이텔(주)"
