순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,배급사 
,,,,점유율 ,,,,,,,,
39,"나는 내일, 어제의 너와 만난다",2017-10-12,"23,386,000",0.3%,"1,371,130,800","4,642","180,600",39,489,일본,일본,(주)디스테이션
40,정직한 후보,2020-02-12,"29,982,540",0.4%,"12,834,858,530","4,620","1,535,630",78,"1,281",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
41,지푸라기라도 잡고 싶은 짐승들,2020-02-19,"38,834,780",0.5%,"5,421,897,170","4,472","624,870",69,"1,098",한국,한국,메가박스중앙(주)플러스엠
42,언어의 정원,2013-08-14,"22,444,500",0.3%,"499,264,423","4,455","74,952",132,"1,229",일본,일본,(주)팝엔터테인먼트
43,헌트,2020-04-23,"33,809,000",0.4%,"33,809,000","4,448","4,448",30,233,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
44,델마와 루이스,1993-11-27,"20,438,000",0.3%,"117,855,600","4,050","18,197",41,469,미국,미국,(주)드림팩트엔터테인먼트
45,킹 오브 프리즘 올 스타즈 -프리즘 쇼☆베스트10-,2020-04-02,"35,195,080",0.5%,"35,195,080","4,038","4,038",55,750,일본,일본,동우에이앤이(주)
46,봄날은 간다,2001-09-28,"19,752,500",0.3%,"56,666,000","3,889","10,155",50,795,한국,한국,(주)시네마서비스
47,"그 시절, 우리가 좋아했던 소녀",2012-08-22,"19,564,000",0.3%,"358,277,770","3,876","50,621",31,446,대만,대만,"(주)이놀미디어,(주)드림팩트엔터테인먼트,(주)미로스페이스,씨너스엔터테인먼트(주),(주)미로비젼,(주)박수엔터테인먼트"
48,캣츠토피아,2020-04-30,"30,253,140",0.4%,"30,253,140","3,679","3,679",255,307,중국,중국,(주)버킷스튜디오
49,아비정전,1990-12-22,"21,505,000",0.3%,"159,862,100","3,262","23,148",16,298,홍콩,홍콩,(주)디스테이션
50,어바웃 타임,2013-12-05,"15,928,500",0.2%,"25,252,283,800","3,089","3,441,029",14,305,영국,영국,유니버설픽쳐스인터내셔널 코리아(유)
51,시원찮은 그녀를 위한 육성방법 피날레,2020-02-27,"25,814,660",0.3%,"166,987,960","3,079","19,738",23,299,일본,일본,(주)애니플러스
52,패왕별희 디 오리지널,2017-03-30,"26,869,000",0.4%,"37,822,400","3,016","4,210",52,94,중국,중국,"(주)제이앤씨미디어그룹,(주)드림팩트엔터테인먼트"
53,원스,2007-09-20,"15,246,500",0.2%,"1,909,235,000","3,003","274,448",34,424,아일랜드,아일랜드,"(주)제이앤씨미디어그룹,(주)영화사 진진"
54,공수도,2020-04-09,"24,820,000",0.3%,"24,820,000","2,919","2,919",79,893,한국,한국,(주)그노스
55,찬실이는 복도 많지,2020-03-05,"24,663,240",0.3%,"214,360,060","2,803","24,988",27,594,한국,한국,찬란
56,스타 이즈 본,2018-10-09,"13,541,900",0.2%,"4,440,956,100","2,547","526,685",28,328,미국,미국,워너브러더스 코리아(주)
57,인셉션,2010-07-21,"11,890,400",0.2%,"44,395,862,800","2,302","5,945,314",14,251,미국,미국,"(주)디스테이션,워너브러더스 코리아(주)"
58,아쿠아맨,2018-12-19,"22,745,500",0.3%,"44,136,382,204","2,276","5,040,430",44,407,미국,"미국,호주",워너브러더스 코리아(주)
59,피아니스트의 전설,2020-01-01,"11,232,000",0.1%,"360,851,562","2,224","44,057",25,288,이탈리아,이탈리아,(주)라이크콘텐츠
60,사랑하고 있습니까,2020-03-25,"18,738,400",0.2%,"102,673,840","2,205","12,878",111,509,한국,한국,주식회사 블루필름웍스
61,고양이와 할아버지,2020-04-23,"18,391,960",0.2%,"18,391,960","2,179","2,179",71,491,일본,일본,(주)디스테이션
62,유전,2018-06-07,"18,650,540",0.2%,"1,593,759,978","2,153","180,830",78,571,미국,미국,(주)팝엔터테인먼트
63,부당거래,2010-10-28,"10,535,000",0.1%,"21,011,233,100","2,087","2,725,860",47,523,한국,한국,CJ ENM
64,핀란드 메탈밴드,2020-04-09,"16,293,820",0.2%,"16,293,820","2,048","2,048",59,495,핀란드,핀란드,(주)드림팩트엔터테인먼트
64,원 데이,2012-12-13,"10,345,000",0.1%,"1,514,078,500","2,048","206,439",74,619,미국,미국,"(주)영화사 그램,(주)제이앤씨미디어그룹,(주)팝파트너스"
66,행복의 단추를 채우는 완벽한 방법,2020-04-02,"16,199,120",0.2%,"16,606,120","1,948","2,029",55,559,영국,영국,찬란
67,미드나잇 선,2018-06-21,"9,950,500",0.1%,"2,689,251,000","1,929","328,015",68,484,미국,미국,"(주)삼백상회,(주)키다리이엔티"
68,너의 새는 노래할 수 있어,2020-04-16,"17,420,720",0.2%,"17,595,720","1,867","1,902",37,350,일본,일본,(주)디오시네마
69,스파이더맨: 파 프롬 홈,2019-07-02,"18,226,000",0.2%,"69,030,020,600","1,824","8,023,326",44,435,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
70,영웅본색,1987-05-23,"9,579,500",0.1%,"113,655,400","1,808","16,790",26,284,홍콩,홍콩,(유)조이앤시네마
71,레터스 투 줄리엣,2010-10-06,"9,042,000",0.1%,"4,282,637,500","1,806","585,160",58,485,미국,미국,(주)넥스트엔터테인먼트월드(NEW)
72,기도의 힘,2020-04-09,"14,093,760",0.2%,"15,493,760","1,752","1,952",69,536,미국,미국,주식회사 더쿱
73,미드소마,2019-07-11,"15,204,900",0.2%,"816,312,716","1,723","89,802",56,429,미국,미국,(주)팝엔터테인먼트
74,사랑과 영혼,1990-11-24,"8,690,000",0.1%,"75,475,200","1,703","17,926",49,433,미국,미국,"(주)제이앤씨미디어그룹,파라마운트 픽쳐스"
75,걸즈 앤 판처 제​ 63회 전차도 전국 고교생 대회,2020-04-09,"15,465,500",0.2%,"18,633,500","1,667","1,955",11,228,일본,일본,"주식회사 온 피크,(주)다날엔터테인먼트"
76,브리짓 존스의 일기,2001-09-01,"8,214,000",0.1%,"8,214,000","1,631","1,631",61,535,영국,영국,"(주)제이앤씨미디어그룹,UIP코리아"
77,동감,2000-05-27,"8,055,500",0.1%,"9,354,500","1,603","2,025",46,481,한국,한국,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)"
78,페임,2009-09-24,"12,453,740",0.2%,"4,715,863,180","1,561","642,938",75,508,미국,미국,"(주)다자인소프트,롯데쇼핑㈜롯데엔터테인먼트"
79,마스터,2013-07-11,"12,638,000",0.2%,"282,968,800","1,539","36,928",14,179,미국,미국,(주)영화사 진진
80,이장,2020-03-25,"12,250,520",0.2%,"34,354,040","1,486","4,054",36,395,한국,한국,㈜인디스토리
81,월드 워 Z,2013-06-20,"7,367,000",0.1%,"38,589,794,000","1,462","5,244,336",42,417,미국,미국,롯데쇼핑㈜롯데엔터테인먼트
82,모리의 정원,2020-03-26,"12,854,160",0.2%,"26,241,720","1,442","3,090",49,300,일본,일본,(주)영화사 진진
83,아웃사이더,2020-04-02,"11,027,280",0.1%,"12,259,280","1,355","1,509",96,658,대만,대만,(주)영화사오원
84,로마의 휴일,,"9,523,500",0.1%,"50,047,000","1,325","16,640",59,62,미국,"미국,이탈리아",
85,스코어: 영화음악의 모든 것,2017-10-19,"6,462,500",0.1%,"103,179,000","1,284","13,507",25,254,미국,미국,(주)라이크콘텐츠
86,다니엘 이즌 리얼,2020-04-09,"10,914,000",0.1%,"11,094,000","1,221","1,257",36,306,미국,미국,(주)디스테이션
87,클로젯,2020-02-05,"12,020,000",0.2%,"10,966,508,280","1,209","1,270,289",7,16,한국,한국,(주)씨제이이엔엠
88,그녀의 비밀정원,2020-04-22,"9,734,380",0.1%,"9,734,380","1,206","1,206",79,589,한국,한국,"(유)조이앤시네마,(주)제이앤씨미디어그룹"
89,온다,2020-03-26,"9,813,480",0.1%,"46,044,840","1,155","5,578",68,299,일본,일본,(주)트리플픽쳐스
90,불한당: 나쁜 놈들의 세상,2017-05-17,"5,507,500",0.1%,"7,741,310,025","1,092","963,205",40,177,한국,한국,(주)씨제이이엔엠
91,스파이 지니어스,2020-01-22,"10,560,000",0.1%,"3,699,691,180","1,056","450,932",5,5,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
92,미스터 주: 사라진 VIP,2020-01-22,"9,920,000",0.1%,"5,073,520,660",992,"603,607",4,4,한국,한국,"메가박스중앙(주)플러스엠,(주)리틀빅픽쳐스"
93,비트,1997-05-03,"4,959,500",0.1%,"9,667,100",988,"1,561",41,364,한국,한국,
94,체이싱,2020-04-23,"7,587,060",0.1%,"7,587,060",987,987,60,359,러시아,러시아,(주)박수엔터테인먼트
95,더 보이 2: 돌아온 브람스,2020-03-05,"4,685,000",0.1%,"231,152,000",937,"26,531",4,5,미국,미국,(주)팝엔터테인먼트
96,벨벳 골드마인,1999-08-28,"4,692,000",0.1%,"53,717,485",930,"7,140",27,222,영국,"영국,미국","(주)디스테이션,(주)엔케이컨텐츠"
97,썸원 썸웨어,2020-04-29,"7,258,600",0.1%,"7,258,600",913,913,29,69,프랑스,프랑스,찬란
98,트루먼 쇼,1998-10-24,"4,441,500",0.1%,"145,037,500",878,"19,991",50,142,미국,미국,주식회사 해리슨앤컴퍼니
99,시체들의 새벽: 컨테이젼,2020-04-09,"7,651,860",0.1%,"7,651,860",875,875,52,323,불가리아,불가리아,(주)제이앤씨미디어그룹
100,4월 이야기,2000-04-08,"4,266,000",0.1%,"41,888,000",851,"5,981",25,195,일본,일본,(주)팝파트너스
101,벌새,2019-08-29,"6,089,000",0.1%,"1,193,270,074",772,"146,767",14,154,한국,한국,"(주)엣나인필름,(주)콘텐츠판다"
102,티파니에서 아침을,2011-08-26,"5,240,000",0.1%,"86,561,700",734,"22,200",43,44,미국,미국,주식회사 마운틴픽쳐스
103,선생님과 길고양이,2020-04-09,"5,753,820",0.1%,"5,753,820",717,717,53,328,일본,일본,찬란
104,프리저베이션홀 재즈밴드,2020-04-02,"6,012,260",0.1%,"6,012,260",706,706,30,276,미국,미국,(주)에스와이코마드
105,펠리칸 베이커리,2020-04-02,"5,438,140",0.1%,"5,438,140",659,659,28,265,일본,일본,(주)영화사 진진
106,쥬라기 월드,2015-06-11,"3,243,000",0.0%,"47,804,159,826",640,"5,547,463",50,285,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
107,쉬 네버 다이,2020-04-02,"5,224,700",0.1%,"5,224,700",631,631,41,287,캐나다,캐나다,주식회사 더쿱
108,그 누구도 아닌,2020-03-26,"5,321,500",0.1%,"19,414,000",620,"2,355",47,172,프랑스,프랑스,그린나래미디어(주)
109,아이 엠 어 히어로,2016-09-21,"3,117,000",0.0%,"1,811,217,400",617,"213,442",24,182,일본,일본,(주)영화사 빅
110,윤희에게,2019-11-14,"4,055,500",0.1%,"972,755,809",608,"122,142",15,189,한국,한국,(주)리틀빅픽쳐스
111,히로인 실격,,"3,093,000",0.0%,"23,904,100",607,"3,158",23,162,일본,일본,"(주)엔케이컨텐츠,(주)디스테이션"
112,바람의 언덕,2020-04-23,"4,642,000",0.1%,"9,418,500",601,"1,226",28,196,한국,한국,영화사 삼순
113,리골레토,2020-04-05,"14,450,500",0.2%,"14,450,500",597,597,6,46,독일,독일,(주)케빈앤컴퍼니
114,시동,2019-12-18,"5,820,000",0.1%,"28,112,844,360",582,"3,318,429",4,4,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
115,불멸의 연인,1995-01-28,"4,495,500",0.1%,"8,898,500",580,"2,630",10,72,미국,미국,(주)엔케이컨텐츠
116,피아노,1993-09-25,"4,453,500",0.1%,"28,037,000",574,"5,318",11,81,호주,호주,(주)팝엔터테인먼트
117,배틀로얄,2002-04-05,"2,837,500",0.0%,"5,237,500",564,881,22,157,일본,일본,"(주)디스테이션,(주)엔케이컨텐츠,(주)동아수출공사"
118,작가 미상,2020-02-20,"5,059,700",0.1%,"106,466,960",555,"13,423",7,87,독일,독일,(주)영화사 진진
119,곤지암,2018-03-28,"2,778,000",0.0%,"21,447,014,144",544,"2,676,427",33,213,한국,한국,(주)쇼박스
120,신비아파트 극장판 하늘도깨비 대 요르문간드,2019-12-19,"5,369,400",0.1%,"7,057,358,780",542,"894,356",2,8,한국,한국,(주)씨제이이엔엠
121,타오르는 여인의 초상,2020-01-16,"4,357,180",0.1%,"1,241,469,908",487,"147,372",6,90,프랑스,프랑스,"그린나래미디어(주),(주)홈초이스"
122,백두산,2019-12-19,"4,820,000",0.1%,"69,825,366,300",482,"8,252,669",1,5,한국,한국,"(주)씨제이이엔엠,(주)덱스터스튜디오"
123,젠틀맨,2020-02-26,"4,304,400",0.1%,"665,181,910",474,"81,405",6,108,미국,미국,"(주)영화사 빅,(주)다날엔터테인먼트"
123,톰보이,2020-05-14,"2,471,500",0.0%,"10,742,000",474,"1,420",11,12,프랑스,프랑스,(주)영화특별시에스엠씨
125,디어스킨,2020-01-01,"2,190,000",0.0%,"19,002,280",463,"2,805",1,19,프랑스,프랑스,M&M 인터내셔널
126,미니언즈,2015-07-29,"2,414,500",0.0%,"19,000,798,778",461,"2,626,097",37,191,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
127,페인티드 버드,2020-03-26,"3,563,000",0.0%,"10,287,280",439,"1,086",10,96,슬로바키아,"슬로바키아,우크라이나",M&M 인터내셔널
128,숀더쉽 더 무비: 꼬마 외계인 룰라!,2020-02-19,"2,868,200",0.0%,"90,337,340",418,"11,780",42,71,영국,영국,TCO(주)더콘텐츠온
129,그랜드 부다페스트 호텔,2014-03-20,"2,124,520",0.0%,"6,424,764,022",417,"822,205",5,51,미국,"미국,독일","(주)피터팬픽쳐스,이십세기폭스코리아(주)"
130,뱅드림! 필름 라이브,2019-09-26,"3,781,600",0.1%,"170,245,710",416,"19,680",8,57,일본,일본,(주)애니플러스
131,레드슈즈,2019-07-25,"2,212,500",0.0%,"6,106,045,690",410,"818,139",74,78,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
132,극장판 미니특공대: 공룡왕 디노,2020-02-06,"3,031,840",0.0%,"620,738,720",406,"79,755",4,115,한국,한국,(주)리틀빅픽쳐스
133,선생님의 일기,2016-11-02,"2,032,500",0.0%,"504,444,700",403,"72,156",19,130,태국,태국,"(주)드림팩트엔터테인먼트,(주)미로스페이스"
134,조조 래빗,2020-02-05,"3,497,820",0.0%,"954,511,380",399,"110,994",3,61,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
135,러브 라이브! 더 스쿨 아이돌 무비,2015-09-03,"3,297,760",0.0%,"1,018,766,080",351,"133,919",8,53,일본,일본,(주)박수엔터테인먼트
136,히트맨,2020-01-22,"3,470,000",0.0%,"20,614,278,000",347,"2,406,232",2,2,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
137,천녀유혼,1987-12-05,"2,075,500",0.0%,"16,128,200",346,"2,663",3,23,홍콩,홍콩,
138,낮손님,2020-04-15,"2,404,500",0.0%,"2,404,500",345,345,19,62,한국,한국,시네마 뉴원
138,첫키스만 50번째,2020-03-26,"2,908,580",0.0%,"18,336,560",345,"2,212",51,160,일본,일본,(주)영화사 그램
140,극장판 엉덩이 탐정: 화려한 사건 수첩,2019-07-11,"1,735,000",0.0%,"1,095,766,140",329,"138,447",39,41,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
141,울프 콜,2020-03-05,"2,140,400",0.0%,"201,367,580",328,"24,455",7,64,프랑스,프랑스,판씨네마(주)
142,영웅본색 2,1988-07-22,"1,854,000",0.0%,"22,282,000",308,"5,109",2,16,홍콩,홍콩,(유)조이앤시네마
143,시체들의 새벽,2020-04-15,"2,708,200",0.0%,"2,708,200",307,307,8,106,미국,미국,(주)피터팬픽쳐스
144,메기,2019-09-26,"2,063,000",0.0%,"332,412,828",306,"39,432",11,88,한국,한국,"(주)엣나인필름,CGV아트하우스"
145,나이트 크롤러,2015-02-26,"2,492,500",0.0%,"456,581,800",301,"56,600",3,25,미국,미국,(주)스톰픽쳐스코리아
146,너의 췌장을 먹고 싶어,2018-11-15,"1,537,900",0.0%,"412,341,505",296,"52,709",12,71,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
146,그녀,2014-05-22,"2,450,500",0.0%,"3,006,810,144",296,"369,215",2,9,미국,미국,"주식회사 더쿱,유니버설픽쳐스인터내셔널 코리아(유)"
148,레이니 데이 인 뉴욕,2020-05-06,"2,182,500",0.0%,"2,182,500",295,295,2,5,미국,미국,"그린나래미디어(주),(주)버킷스튜디오"
149,비긴 어게인,2014-08-13,"1,616,640",0.0%,"27,303,624,821",286,"3,463,183",3,52,미국,미국,판씨네마(주)
150,더 울프 오브 월스트리트,2014-01-09,"1,444,540",0.0%,"4,500,824,520",276,"587,139",1,26,미국,미국,주식회사 우리네트웍스
151,샤레이드,,"1,739,000",0.0%,"9,591,000",275,"4,242",11,11,,,
152,빌리 엘리어트,2001-02-16,"1,355,000",0.0%,"224,385,700",271,"31,170",38,47,영국,"영국,프랑스","(주)팝엔터테인먼트,유아이피-씨아이씨영화및비디오배급(유)"
153,마농,2020-03-31,"6,025,500",0.1%,"6,592,500",259,284,5,40,미국,미국,(주) 인스터 글로벌
154,마이 페어 레이디,,"1,882,000",0.0%,"3,011,000",258,475,15,15,미국,미국,
155,폭스캐처,2015-02-05,"1,963,500",0.0%,"210,550,121",255,"26,591",2,21,미국,미국,그린나래미디어(주)
156,러브라이브! 선샤인!! 더 스쿨 아이돌 무비 오버 더 레인보우,2019-02-14,"2,285,840",0.0%,"244,929,230",245,"27,357",8,50,일본,일본,(주)애니플러스
157,환각섹스,2020-04-03,"1,183,000",0.0%,"1,183,000",244,244,10,20,한국,한국,(주)케이알씨지
157,누드모델의 목적,2020-04-03,"1,183,000",0.0%,"1,183,000",244,244,10,20,한국,한국,(주)케이알씨지
159,"가장 따뜻한 색, 블루",2014-01-16,"1,215,000",0.0%,"418,386,400",243,"54,969",31,51,프랑스,프랑스,판씨네마(주)
160,종횡사해,1991-02-14,"1,455,000",0.0%,"6,110,500",239,872,3,14,홍콩,홍콩,
161,족구왕,2014-08-21,"1,584,500",0.0%,"370,620,000",238,"47,580",11,102,한국,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
162,성월동화,1999-08-28,"1,385,000",0.0%,"27,619,800",231,"3,714",2,16,중국,중국,(주)영화사오원
163,너의 췌장을 먹고 싶어,2017-10-25,"1,209,440",0.0%,"3,707,695,240",228,"465,831",11,65,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
163,극장판 쿠로코의 농구 라스트 게임,2017-04-27,"2,276,280",0.0%,"473,282,280",228,"63,539",7,30,일본,일본,(주)박수엔터테인먼트
165,엽문,2009-04-16,"1,336,500",0.0%,"717,215,000",227,"108,504",3,23,홍콩,홍콩,"(주)제이앤씨미디어그룹,CJ ENM"
166,기억의 전쟁,2020-02-27,"1,614,000",0.0%,"16,084,740",210,"1,896",5,57,한국,한국,(주)시네마달
167,고양이 집사,2020-05-14,"1,818,000",0.0%,"2,862,000",202,351,2,2,한국,한국,㈜인디스토리
168,더 헌트,2013-01-24,"1,599,500",0.0%,"278,681,000",193,"36,967",3,16,덴마크,덴마크,"(주)엣나인필름,씨너스엔터테인먼트(주)"
168,비행,2020-03-19,"1,440,840",0.0%,"28,539,440",193,"3,348",8,51,한국,한국,"아이 엠,케이티하이텔(주)"
170,포드 V 페라리,2019-12-04,"1,283,420",0.0%,"12,036,677,600",192,"1,367,676",2,14,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
171,산티아고의 흰 지팡이,2020-03-19,"1,232,920",0.0%,"7,124,460",188,916,4,56,한국,한국,제이리미디어
172,생일,2019-04-03,"883,960",0.0%,"9,886,031,300",183,"1,197,748",16,92,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
173,극장판 헬로카봇 : 백악기 시대,2018-08-01,"970,000",0.0%,"6,592,125,500",180,"879,862",54,55,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
174,엽문2,2010-06-16,"1,063,500",0.0%,"445,260,500",179,"59,107",3,23,홍콩,홍콩,"(주)제이앤씨미디어그룹,(주)프라임엔터테인먼트"
175,노팅 힐,1999-07-03,"1,000,000",0.0%,"535,225,082",178,"65,506",2,17,미국,"미국,영국",유니버설픽쳐스인터내셔널 코리아(유)
176,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,2019-03-21,"1,673,760",0.0%,"399,085,640",177,"45,334",7,25,일본,일본,(주)애니플러스
177,엽문3: 최후의 대결,2016-03-10,"1,042,000",0.0%,"395,087,600",176,"47,318",3,23,홍콩,홍콩,(주)키다리이엔티
178,동급생,2016-05-19,"1,539,800",0.0%,"287,277,800",174,"39,471",6,28,일본,일본,(주)박수엔터테인먼트
179,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,2017-11-16,"1,633,400",0.0%,"353,244,160",172,"44,036",6,28,일본,일본,(주)박수엔터테인먼트
180,"베를린, 아이 러브 유",2019-12-04,"850,000",0.0%,"7,543,900",170,"3,476",1,1,독일,독일,(주)영화사 안다미로
181,몽정 : 파는여자,2020-04-09,"936,000",0.0%,"936,000",169,169,20,20,한국,한국,(주)나우콘텐츠
181,젊은엄마5,2020-04-08,"943,000",0.0%,"943,000",169,169,20,20,한국,한국,유한회사 영화사 반딧불
181,어린 그녀,2020-04-09,"943,000",0.0%,"943,000",169,169,20,20,한국,한국,(주)컨텐츠 빌리지
184,슈팅걸스,2020-05-06,"1,512,000",0.0%,"38,571,000",168,"5,591",1,2,한국,한국,(주)영화사오원
184,파리의 연인,,"1,089,500",0.0%,"18,451,500",168,"8,788",7,7,미국,미국,
