●12주차 (2019년 03월 18일 ~ 2019년 03월 24일),,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액,매출액,매출액증감,매출액증감율,누적매출액,관객수,관객수증감,관객수증감율,누적관객수,스크린수,상영횟수,대표국적,국적,배급사
,,,,점유율,(전주대비),(전주대비),,,(전주대비),(전주대비),,,,,,
1,돈,2019-03-20,"12,912,834,399",52.4%,"12,289,072,949",1970.2%,"13,578,806,849","1,460,933","1,390,802",1983.1%,"1,536,397","1,431","32,409",한국,한국,(주)쇼박스
2,캡틴 마블,2019-03-06,"5,599,970,457",22.7%,"-8,347,562,542",-59.8%,"46,756,386,666","632,683","-930,813",-59.5%,"5,232,805","1,599","32,460",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
3,악질경찰,2019-03-20,"1,658,867,688",6.7%,"1,647,510,688",14506.6%,"1,670,224,688","188,341","187,080",14835.8%,"189,602",833,"14,269",한국,한국,워너브러더스 코리아(주)
4,이스케이프 룸,2019-03-14,"1,349,065,553",5.5%,"-2,147,630,878",-61.4%,"4,853,040,984","154,892","-233,849",-60.2%,"544,462",756,"12,034",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
5,우상,2019-03-20,"1,146,296,102",4.7%,"1,101,520,102",2460.1%,"1,202,177,102","131,806","127,036",2663.2%,"137,880",900,"12,286",한국,한국,CGV아트하우스
6,라스트 미션,2019-03-14,"229,836,450",0.9%,"-307,712,159",-57.2%,"778,893,059","29,174","-33,821",-53.7%,"93,476",460,"3,214",미국,미국,워너브러더스 코리아(주)
7,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,2019-03-21,"208,274,940",0.8%,"194,954,940",1463.6%,"221,594,940","23,008","21,676",1627.3%,"24,340",94,559,일본,일본,(주)애니플러스
8,정글북: 마법 원정대,2019-03-21,"174,844,550",0.7%,"174,844,550",100.0%,"174,844,550","22,534","22,534",100.0%,"22,534",372,"1,292",러시아,러시아,(주)박수엔터테인먼트
9,그린 북,2019-01-09,"110,549,860",0.4%,"-47,712,480",-30.1%,"3,475,229,481","15,491","-6,596",-29.9%,"409,871",81,732,미국,미국,CGV아트하우스
10,항거:유관순 이야기,2019-02-27,"109,890,300",0.4%,"-583,468,790",-84.2%,"9,207,942,851","15,082","-71,764",-82.6%,"1,143,977",406,"1,979",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
11,극한직업,2019-01-23,"111,942,290",0.5%,"-418,964,560",-78.9%,"139,606,467,966","14,888","-49,798",-77.0%,"16,258,119",340,"1,613",한국,한국,(주)씨제이이엔엠
12,증인,2019-02-13,"90,658,810",0.4%,"-415,751,910",-82.1%,"20,456,328,531","11,905","-49,954",-80.8%,"2,531,055",373,"1,673",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
13,양지의 그녀,2019-03-21,"86,987,680",0.4%,"81,353,680",1444.0%,"93,755,680","9,865","9,239",1475.9%,"10,617",134,891,일본,일본,(주)영화사오원
14,장난스런 키스,2019-03-27,"82,227,150",0.3%,"81,084,150",7094.0%,"83,370,150","8,461","8,334",6562.2%,"8,588",16,41,대만,대만,"오드,(주)홈초이스"
15,더 페이버릿: 여왕의 여자,2019-02-21,"70,264,100",0.3%,"-65,880,136",-48.4%,"1,329,691,666","8,443","-7,936",-48.5%,"158,330",74,581,미국,미국,이십세기폭스코리아(주)
16,1919 유관순,2019-03-14,"63,990,690",0.3%,"-74,740,330",-53.9%,"204,671,710","8,031","-8,294",-50.8%,"24,551",218,959,한국,한국,"주식회사 마운틴픽쳐스,케이티하이텔(주)"
17,사바하,2019-02-20,"50,756,460",0.2%,"-370,955,510",-88.0%,"19,992,784,494","6,399","-42,836",-87.0%,"2,396,159",279,961,한국,한국,(주)씨제이이엔엠
18,생일,2019-04-03,"49,743,000",0.2%,"46,496,000",1432.0%,"57,920,000","5,527","5,114",1238.3%,"6,546",12,24,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
19,아사코,2019-03-14,"37,592,070",0.2%,"-23,499,130",-38.5%,"105,462,270","4,545","-2,205",-32.7%,"12,104",141,557,일본,일본,(주)이수C&E
20,더 와이프,2019-02-27,"32,317,180",0.1%,"-19,962,544",-38.2%,"297,670,471","4,351","-2,682",-38.1%,"38,268",43,293,영국,영국,(주)팝엔터테인먼트
21,철벽선생,2019-03-14,"31,294,200",0.1%,"-105,123,800",-77.1%,"173,928,200","3,749","-11,759",-75.8%,"20,034",164,901,일본,일본,(주)미디어캐슬
22,킹 오브 프리즘 -샤이니 세븐 스타즈-,2019-03-07,"25,785,360",0.1%,"-4,045,260",-13.6%,"112,446,420","3,044",-350,-10.3%,"12,836",21,115,일본,일본,동우에이앤이(주)
23,원 네이션,2019-03-21,"25,555,090",0.1%,"23,755,090",1319.7%,"31,320,090","2,917","2,692",1196.4%,"3,601",47,246,프랑스,프랑스,플레이리스트(주)
24,숲속왕국의 꿀벌 여왕,2019-03-14,"18,697,650",0.1%,"-123,649,390",-86.9%,"165,625,690","2,764","-15,032",-84.5%,"21,069",119,402,프랑스,프랑스,(주)팝엔터테인먼트
25,자전차왕 엄복동,2019-02-27,"16,935,000",0.1%,"7,732,800",84.0%,"1,304,825,670","1,921",520,37.1%,"172,206",8,27,한국,한국,(주)셀트리온엔터테인먼트
26,콜드 체이싱,2019-02-20,"1,891,000",0.0%,"917,000",94.1%,"768,446,607","1,812","1,597",742.8%,"95,971",3,23,영국,영국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온"
27,가버나움,2019-01-24,"14,353,050",0.1%,"-5,904,760",-29.1%,"1,161,107,369","1,808",-800,-30.7%,"139,372",17,126,기타,기타,"그린나래미디어(주),플레이리스트(주)"
28,에브리타임 룩 앳 유,2019-03-14,"13,725,550",0.1%,"-3,217,680",-19.0%,"33,602,780","1,757",-162,-8.4%,"4,027",37,196,독일,독일,(주)박수엔터테인먼트
29,칠곡 가시나들,2019-02-27,"10,114,600",0.0%,"-11,924,600",-54.1%,"324,253,400","1,621","-1,466",-47.5%,"38,854",19,141,한국,한국,"(주)인디플러그,(주)더 피플"
30,러브라이브! 선샤인!! 더 스쿨 아이돌 무비 오버 더 레인보우,2019-02-14,"13,760,620",0.1%,"-10,607,600",-43.5%,"211,283,910","1,609","-1,202",-42.8%,"24,619",18,79,일본,일본,(주)애니플러스
31,프랑켄슈타인,2019-03-14,"20,545,500",0.1%,"-17,923,000",-46.6%,"59,014,000","1,558","-1,337",-46.2%,"4,453",15,83,미국,미국,메가박스중앙(주)
32,말모이,2019-01-09,"13,377,000",0.1%,"9,305,000",228.5%,"23,971,847,520","1,525",980,179.8%,"2,863,407",5,7,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
33,배틀 스쿨,2019-02-26,"5,832,000",0.0%,"-11,118,000",-65.6%,"22,782,000","1,458","-2,410",-62.3%,"5,326",4,8,일본,일본,제인앤유
34,보헤미안 랩소디,2018-10-31,"12,790,580",0.1%,"9,731,980",318.2%,"86,263,840,085","1,423",977,219.1%,"9,945,902",6,22,미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)"
35,썬키스 패밀리,2019-03-27,"10,804,000",0.0%,"5,164,000",91.6%,"16,444,000","1,334",394,41.9%,"2,274",5,5,한국,한국,메가박스중앙(주)플러스엠
36,중공탈출,,"2,356,000",0.0%,"2,356,000",100.0%,"2,356,000","1,178","1,178",100.0%,"1,178",1,13,미국,미국,
37,더 길티,2019-03-27,"11,001,500",0.0%,"10,111,500",1136.1%,"17,343,500","1,068",979,1100.0%,"1,843",2,6,덴마크,덴마크,(주)팝엔터테인먼트
38,세계를 그대 품안에,,"2,088,000",0.0%,"2,088,000",100.0%,"24,081,000","1,044","1,044",100.0%,"11,903",1,15,미국,미국,
39,애정의 쌀,,"2,050,000",0.0%,"2,050,000",100.0%,"2,050,000","1,025","1,025",100.0%,"1,025",1,15,이탈리아,이탈리아,
40,그때 그들,2019-03-07,"7,526,300",0.0%,"-14,495,300",-65.8%,"66,298,880",976,"-1,856",-65.5%,"8,157",24,117,이탈리아,이탈리아,(주)영화사 진진
