●20주차 (2019년 05월 13일 ~ 2019년 05월 19일),,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액,매출액,매출액증감,매출액증감율,누적매출액,관객수,관객수증감,관객수증감율,누적관객수,스크린수,상영횟수,대표국적,국적,배급사
,,,,점유율,(전주대비),(전주대비),,,(전주대비),(전주대비),,,,,,
32,생일,2019-04-03,"9,091,000",0.0%,"-14,393,270",-61.3%,"9,873,518,840","1,283","-2,048",-61.5%,"1,195,727",13,47,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
33,어글리 돌,2019-05-01,"7,172,480",0.0%,"-91,682,560",-92.7%,"379,224,870","1,197","-12,078",-91.0%,"52,013",18,68,미국,미국,판씨네마(주)
34,루킹 글라스,2018-06-23,"6,170,300",0.0%,"-2,826,950",-31.4%,"61,181,600","1,121",-560,-33.3%,"11,699",1,4,미국,미국,제인앤유
35,노팅 힐,1999-07-03,"9,201,800",0.0%,"-15,894,400",-63.3%,"519,809,182","1,113","-1,895",-63.0%,"62,802",11,78,미국,"미국,영국",유니버설픽쳐스인터내셔널 코리아(유)
36,레미제라블 디 오리지널,,"2,178,000",0.0%,"2,178,000",100.0%,"11,198,000","1,084","1,084",100.0%,"5,437",2,18,독일,독일,
37,크리미널 체이스,2018-12-04,"5,230,550",0.0%,"-3,208,950",-38.0%,"89,969,400",983,-573,-36.8%,"16,401",1,8,미국,미국,제인앤유
38,캡틴 마블,2019-03-06,"7,869,880",0.0%,"-25,796,020",-76.6%,"51,490,178,593",942,"-2,989",-76.0%,"5,800,929",24,98,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
39,프렌즈: 둥지탈출,2019-05-01,"5,021,000",0.0%,"-19,190,310",-79.3%,"98,597,260",924,"-2,532",-73.3%,"14,559",7,20,독일,독일,(주)박수엔터테인먼트
40,크게 될 놈,2019-04-18,"4,984,700",0.0%,"-16,986,100",-77.3%,"765,674,420",873,"-2,503",-74.1%,"99,297",6,27,한국,한국,(주)영화사오원
41,에이프릴의 딸,2019-05-09,"5,748,880",0.0%,"-2,341,000",-28.9%,"15,631,760",773,-172,-18.2%,"1,932",24,114,멕시코,멕시코,(주)엣나인필름
42,미성년,2019-04-11,"6,482,490",0.0%,"-19,980,080",-75.5%,"2,486,966,800",762,"-2,321",-75.3%,"292,140",13,89,한국,한국,(주)쇼박스
43,노무현과 바보들,2019-04-18,"4,695,000",0.0%,"110,000",2.4%,"170,607,140",744,49,7.1%,"22,316",9,31,한국,한국,"오키넷,(주)라이크콘텐츠"
44,로망,2019-04-03,"3,783,000",0.0%,"2,152,000",131.9%,"578,505,750",742,449,153.2%,"77,642",3,13,한국,한국,(주)메리크리스마스
45,벤허,1972-09-07,"1,432,000",0.0%,"3,000",0.2%,"308,618,812",711,485,214.6%,"52,407",2,13,미국,미국,(주)팝엔터테인먼트
46,로지,2019-05-16,"4,961,680",0.0%,"1,322,680",36.3%,"8,600,680",654,222,51.4%,"1,086",24,121,아일랜드,아일랜드,(주)박수엔터테인먼트
47,언씬: 할로우맨,2019-04-23,"3,149,400",0.0%,"-4,308,850",-57.8%,"40,387,500",614,-829,-57.4%,"7,749",1,6,캐나다,캐나다,제인앤유
48,불한당: 나쁜 놈들의 세상,2017-05-17,"6,674,000",0.0%,"5,490,500",463.9%,"7,712,332,525",606,467,336.0%,"957,993",2,2,한국,한국,(주)씨제이이엔엠
49,무곡,2018-04-19,"3,047,650",0.0%,"-4,603,750",-60.2%,"43,184,000",580,-826,-58.7%,"8,283",1,4,일본,일본,제인앤유
50,그린 북,2019-01-09,"4,943,800",0.0%,"1,193,200",31.8%,"3,639,686,460",551,77,16.2%,"433,048",3,20,미국,미국,CGV아트하우스
51,뉴욕의 왕,1990-12-12,"1,068,000",0.0%,"1,068,000",100.0%,"1,465,000",529,529,100.0%,592,1,15,미국,미국,(주)엣나인필름
52,시민 노무현,2019-05-23,"3,096,000",0.0%,"3,096,000",100.0%,"3,096,000",516,516,100.0%,516,1,2,한국,한국,(주)삼백상회
53,돈키호테를 죽인 사나이,2019-05-23,"4,371,000",0.0%,"2,571,000",142.8%,"7,866,000",462,262,131.0%,"1,001",1,3,스페인,"스페인,영국,프랑스,포르투갈",(주)디스테이션
54,옥자,2017-06-29,"4,500,000",0.0%,"4,500,000",100.0%,"2,442,425,900",450,450,100.0%,"322,656",1,1,미국,미국,(주)넥스트엔터테인먼트월드(NEW)
55,마더,2009-05-28,"3,486,700",0.0%,"2,384,200",216.3%,"19,976,099,800",412,295,252.1%,"2,980,334",3,7,한국,한국,CJ ENM
56,시티 라이트,1989-02-04,"816,000",0.0%,"816,000",100.0%,"6,705,500",403,403,100.0%,"1,168",1,15,미국,미국,(주)엣나인필름
57,더 보이,2019-05-23,"4,010,000",0.0%,"4,010,000",100.0%,"4,010,000",401,401,100.0%,401,1,1,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
58,극한직업,2019-01-23,"1,900,000",0.0%,"405,000",27.1%,"139,635,468,516",372,166,80.6%,"16,262,561",1,3,한국,한국,(주)씨제이이엔엠
59,천로역정: 천국을 찾아서,2019-06-13,"3,029,000",0.0%,"961,000",46.5%,"5,097,000",361,102,39.4%,620,3,3,미국,미국,"(재)CBS,주식회사 마운틴픽쳐스"
60,존 휴스턴 회고전-용서받지 못할 자,,"703,000",0.0%,"703,000",100.0%,"11,884,000",341,341,100.0%,"5,304",1,6,미국,미국,
61,우리 지금 만나,2019-05-29,"2,394,000",0.0%,"2,394,000",100.0%,"2,394,000",336,336,100.0%,336,1,2,한국,한국,㈜인디스토리
62,굿바이 마이 러브NK: 붉은 청춘,2019-05-02,"2,204,000",0.0%,"-870,300",-28.3%,"15,112,280",322,-125,-28.0%,"2,100",10,44,한국,한국,(주)시네마달
63,비바 자파타,,"640,000",0.0%,"640,000",100.0%,"4,195,000",317,317,100.0%,"2,054",1,6,미국,미국,
63,바이스,2019-04-11,"2,775,500",0.0%,"-9,609,500",-77.6%,"1,157,681,484",317,"-1,055",-76.9%,"136,409",7,25,미국,미국,(주)콘텐츠판다
65,알라딘,2019-05-23,"2,100,000",0.0%,"2,100,000",100.0%,"2,100,000",300,300,100.0%,300,2,3,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
66,욕망이라는 이름의 전차,,"603,000",0.0%,"-2,020,000",-77.0%,"26,889,500",299,"-1,010",-77.2%,"11,722",1,4,미국,미국,
67,마술피리,2019-04-28,"7,524,000",0.0%,"928,500",14.1%,"28,041,000",297,31,11.7%,"1,230",6,12,독일,독일,(주)케빈앤컴퍼니
68,살인의 추억,2003-04-25,"2,458,500",0.0%,"2,458,500",100.0%,"27,106,497",285,285,100.0%,"4,297",2,6,한국,한국,CJ ENM
69,항거:유관순 이야기,2019-02-27,"1,347,000",0.0%,"-941,000",-41.1%,"9,279,665,101",264,-150,-36.2%,"1,155,968",2,6,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
70,옹알스,2019-05-30,"2,358,000",0.0%,"2,358,000",100.0%,"2,358,000",262,262,100.0%,262,1,1,한국,한국,(주)리틀빅픽쳐스
71,아이 엠 마더,2019-04-11,"2,250,000",0.0%,"2,220,000",7400.0%,"768,415,700",250,246,6150.0%,"93,434",1,1,미국,미국,"(주)삼백상회,(주)팬엔터테인먼트"
72,퍼스트 리폼드,2019-04-11,"2,046,000",0.0%,"-988,000",-32.6%,"91,345,800",246,-144,-36.9%,"11,617",6,24,미국,미국,(주)올스타엔터테인먼트
73,파업전야,1990-03-28,"1,629,080",0.0%,"-759,020",-31.8%,"14,162,180",241,-96,-28.5%,"1,822",9,42,한국,한국,(주)리틀빅픽쳐스
74,스윙키즈,2018-12-19,"1,503,000",0.0%,"-7,357,400",-83.0%,"12,092,342,292",229,"-1,124",-83.1%,"1,472,931",29,53,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
75,무기여 잘 있거라,1974-01-01,"440,000",0.0%,"440,000",100.0%,"20,245,034",220,220,100.0%,"10,927",1,9,미국,미국,
76,고뇌와 환희,,"436,000",0.0%,"436,000",100.0%,"4,228,000",218,218,100.0%,"2,109",1,6,미국,"미국,이탈리아",
77,룻 이야기,,"433,000",0.0%,"242,000",126.7%,"5,582,000",214,121,130.1%,"2,701",1,5,미국,미국,
78,글로리아 벨,2019-06-06,"1,800,000",0.0%,"1,800,000",100.0%,"1,800,000",200,200,100.0%,200,1,1,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
79,서부의 아가씨,2019-05-14,"4,248,000",0.0%,"4,248,000",100.0%,"4,248,000",192,192,100.0%,192,6,12,미국,미국,(주) 인스터 글로벌
80,다윗과 밧세바,,"378,000",0.0%,"-88,000",-18.9%,"10,676,000",189,-44,-18.9%,"5,371",1,4,미국,미국,
81,가버나움,2019-01-24,"1,321,000",0.0%,"263,000",24.9%,"1,180,232,019",185,6,3.4%,"141,976",2,7,기타,기타,"그린나래미디어(주),플레이리스트(주)"
82,베카신!,2019-04-25,"1,324,680",0.0%,"-2,363,650",-64.1%,"19,553,010",181,-305,-62.8%,"2,613",7,32,프랑스,프랑스,(주)마노엔터테인먼트
83,어린고모,2019-05-15,"955,000",0.0%,"955,000",100.0%,"955,000",180,180,100.0%,180,20,20,한국,한국,(주)가온콘텐츠
83,아픈 만큼 사랑한다,2019-04-03,"1,001,000",0.0%,"-243,000",-19.5%,"94,897,600",180,-27,-13.0%,"13,148",5,19,한국,한국,(주)드림팩트엔터테인먼트
85,말모이,2019-01-09,"1,062,000",0.0%,"-36,000",-3.3%,"23,980,841,520",177,-6,-3.3%,"2,864,933",2,2,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
86,007 살인번호,,"346,000",0.0%,"346,000",100.0%,"22,205,000",173,173,100.0%,"11,099",1,8,영국,영국,
87,화끈한 룸메이트,2019-05-16,"858,000",0.0%,"858,000",100.0%,"858,000",166,166,100.0%,166,20,20,한국,한국,주식회사 플릭스코
88,보도드라이버: 떡마차,2019-05-17,"848,000",0.0%,"848,000",100.0%,"848,000",161,161,100.0%,161,20,20,한국,한국,(주)노바이앤티
89,독전,2018-05-22,"1,280,000",0.0%,"1,280,000",100.0%,"43,486,831,113",160,160,100.0%,"5,063,844",1,1,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
90,인퀴지터: 엘도라도의 저주,2018-12-04,"819,250",0.0%,"-1,995,750",-70.9%,"21,693,550",145,-405,-73.6%,"4,063",1,1,미국,미국,제인앤유
91,라라랜드,2016-12-07,"1,323,500",0.0%,"432,000",48.5%,"30,030,224,494",140,22,18.6%,"3,600,080",1,4,미국,미국,판씨네마(주)
92,달기,,"276,000",0.0%,"276,000",100.0%,"6,207,000",138,138,100.0%,"3,101",1,8,한국,"한국,홍콩",
93,설국열차,2013-08-01,"1,115,500",0.0%,"1,115,500",100.0%,"67,013,568,700",132,132,100.0%,"9,350,483",2,4,한국,"한국,체코",(주)씨제이이엔엠
93,뷰티풀 보이스,2019-05-22,"1,188,000",0.0%,"-8,657,000",-87.9%,"13,037,700",132,-763,-85.3%,"1,299",1,1,한국,한국,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)"
95,하트스톤,2019-04-25,"861,000",0.0%,"-2,154,000",-71.4%,"45,431,250",125,-279,-69.1%,"5,391",6,23,아이슬란드,"아이슬란드,덴마크",아이 엠
96,증인,2019-02-13,"772,100",0.0%,"-1,787,100",-69.8%,"20,477,262,331",120,-278,-69.8%,"2,534,075",23,41,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
97,극장판 헬로카봇 : 백악기 시대,2018-08-01,"784,000",0.0%,"20,000",2.6%,"6,591,155,500",112,3,2.8%,"879,682",1,1,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
98,1919 유관순,2019-03-14,"760,000",0.0%,"671,000",753.9%,"475,224,410",110,90,450.0%,"57,366",1,6,한국,한국,"주식회사 마운틴픽쳐스,케이티하이텔(주)"
99,파이브 피트,2019-04-10,"1,058,500",0.0%,"-30,960",-2.8%,"857,897,420",109,-19,-14.8%,"98,661",2,3,미국,미국,"(주)누리픽쳐스,케이티하이텔(주)"
100,장난스런 키스,2019-03-27,"667,300",0.0%,"-3,293,850",-83.2%,"3,494,722,050",108,-349,-76.4%,"427,260",4,16,대만,대만,"오드,(주)홈초이스"
100,더 캡틴,2019-04-25,"749,700",0.0%,"-4,183,150",-84.8%,"26,298,050",108,-566,-84.0%,"3,519",4,17,프랑스,"프랑스,독일",(주)드림팩트엔터테인먼트
102,러브리스,2019-04-18,"927,000",0.0%,"-3,914,700",-80.9%,"79,180,966",107,-475,-81.6%,"9,755",4,14,러시아,"러시아,프랑스,독일",그린나래미디어(주)
102,플란다스의 개,2000-02-19,"910,700",0.0%,"910,700",100.0%,"3,054,700",107,107,100.0%,447,1,2,한국,한국,(주)시네마서비스
104,스탈린이 죽었다!,2019-04-18,"875,000",0.0%,"-1,521,000",-63.5%,"44,044,420",106,-193,-64.5%,"5,484",3,16,프랑스,"프랑스,영국",M&M 인터내셔널
105,5.18 힌츠페터 스토리,2018-05-17,"735,000",0.0%,"735,000",100.0%,"73,237,600",105,105,100.0%,"10,715",1,4,한국,한국,(주)드림팩트엔터테인먼트
106,공작,2018-08-08,"625,400",0.0%,"-508,900",-44.9%,"42,793,022,876",103,-76,-42.5%,"4,975,142",21,41,한국,한국,(주)씨제이이엔엠
107,산상수훈,2017-12-07,"1,046,000",0.0%,0,0.0%,"401,003,350",99,-1,-1.0%,"53,611",2,3,한국,한국,"이언픽쳐스,(주)그란"
108,전송가,,"188,000",0.0%,"188,000",100.0%,"13,322,000",94,94,100.0%,"6,651",1,6,미국,미국,
109,플로리다 프로젝트,2018-03-07,"397,000",0.0%,"-385,000",-49.2%,"797,598,100",89,9,11.3%,"95,209",1,2,미국,미국,오드
110,문라이트,2017-02-22,"864,000",0.0%,"864,000",100.0%,"1,414,173,595",87,87,100.0%,"178,773",1,1,미국,미국,CGV아트하우스
111,칠곡 가시나들,2019-02-27,"170,000",0.0%,"-574,500",-77.2%,"340,230,400",85,-102,-54.5%,"42,001",1,8,한국,한국,"(주)인디플러그,(주)더 피플"
112,쿼바디스,1973-01-13,"166,000",0.0%,"-120,000",-42.0%,"32,827,982",83,-60,-42.0%,"18,474",1,1,미국,미국,
113,"나, 다니엘 블레이크",2016-12-08,"366,000",0.0%,"-84,000",-18.7%,"732,011,000",79,34,75.6%,"97,563",1,2,영국,영국,(주)영화사 진진
114,어바웃 타임,2013-12-05,"372,000",0.0%,"372,000",100.0%,"25,015,508,800",78,78,100.0%,"3,396,391",1,2,영국,영국,유니버설픽쳐스인터내셔널 코리아(유)
115,"메밀꽃, 운수 좋은 날, 그리고 봄봄",2014-08-21,"152,000",0.0%,"-66,000",-30.3%,"228,565,195",76,-33,-30.3%,"36,171",1,3,한국,한국,이달투
115,소나기,2017-08-31,"152,000",0.0%,"-66,000",-30.3%,"81,245,808",76,-33,-30.3%,"13,299",1,3,한국,한국,(주)리틀빅픽쳐스
117,뷰티플 마인드,2019-04-18,"462,500",0.0%,"-1,010,000",-68.6%,"67,943,600",75,-194,-72.1%,"8,986",3,16,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
118,만날때는 언제나 타인,,"148,000",0.0%,"148,000",100.0%,"3,799,000",74,74,100.0%,"1,892",1,4,미국,미국,
119,산 파블로,,"144,000",0.0%,"144,000",100.0%,"785,000",72,72,100.0%,233,1,1,미국,미국,
120,괴물,2006-07-27,"637,500",0.0%,"637,500",100.0%,"66,716,756,800",70,70,100.0%,"10,917,294",1,1,한국,한국,(주)쇼박스
120,부에나 비스타 소셜 클럽,2001-03-01,"725,000",0.0%,"725,000",100.0%,"210,208,701",70,70,100.0%,"26,788",1,3,독일,독일,오드
122,토니 에드만,2017-03-16,"305,000",0.0%,"305,000",100.0%,"119,156,800",69,69,100.0%,"14,848",1,2,독일,독일,그린나래미디어(주)
122,소공녀,2018-03-22,"305,000",0.0%,"220,000",258.8%,"476,017,200",69,52,305.9%,"59,576",1,2,한국,한국,CGV아트하우스
124,아프리칸 닥터,2016-11-03,"462,000",0.0%,"462,000",100.0%,"16,591,500",66,66,100.0%,"2,584",1,1,프랑스,프랑스,M&M 인터내셔널
124,와룡선생 상경기,,"132,000",0.0%,"28,000",26.9%,"7,632,000",66,14,26.9%,"2,546",1,4,한국,한국,
126,임호준배우 상영회,,"683,000",0.0%,"683,000",100.0%,"683,000",63,63,100.0%,63,1,1,한국,한국,
127,드라이브,2011-11-17,"455,500",0.0%,"-598,500",-56.8%,"152,026,400",62,-80,-56.3%,"19,653",1,3,미국,미국,"주식회사 풍경소리,판씨네마(주)"
128,한강에게,2019-04-04,"466,000",0.0%,"-92,000",-16.5%,"19,371,960",61,-16,-20.8%,"2,729",4,14,한국,한국,㈜인디스토리
129,어스,2019-03-27,"300,000",0.0%,"-1,992,000",-86.9%,"12,586,771,104",60,-384,-86.5%,"1,475,087",1,1,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
129,여자의 일생,2017-04-06,"120,000",0.0%,"120,000",100.0%,"28,888,300",60,60,100.0%,"4,179",1,3,프랑스,프랑스,그린나래미디어(주)
129,샤론1.2.3.,2019-05-17,"300,000",0.0%,"300,000",100.0%,"300,000",60,60,100.0%,60,1,1,미국,미국,(주)엔씨미디어
132,블루 발렌타인,2012-05-31,"421,000",0.0%,"-135,000",-24.3%,"121,558,700",56,-20,-26.3%,"16,032",1,4,미국,미국,(주)영화사 진진
132,강변호텔,2019-03-27,"405,500",0.0%,"-93,500",-18.7%,"53,828,036",56,-11,-16.4%,"6,867",5,16,한국,한국,"(주)콘텐츠판다,(주)영화제작전원사 ,무브먼트"
134,아메리카 뮤직&와일드,2019-04-24,"519,200",0.0%,"-199,000",-27.7%,"7,884,050",53,-50,-48.5%,"1,031",2,4,미국,미국,(주)박수엔터테인먼트
135,루스 베이더 긴즈버그 : 나는 반대한다,2019-03-28,"442,000",0.0%,"-169,000",-27.7%,"84,030,880",51,-16,-23.9%,"10,635",2,5,미국,미국,(주)영화사 진진
136,콜레트,2019-03-27,"338,000",0.0%,"-1,416,000",-80.7%,"409,004,989",49,-200,-80.3%,"51,149",1,3,영국,"영국,미국,헝가리","(주)넥스트엔터테인먼트월드(NEW),(주)팬엔터테인먼트"
137,마부,,"96,000",0.0%,"-110,000",-53.4%,"19,305,000",48,-55,-53.4%,"10,210",1,8,한국,한국,
137,막다른 골목의 추억,2019-04-04,"320,000",0.0%,"-433,000",-57.5%,"28,176,740",48,-72,-60.0%,"3,494",3,14,한국,"한국,일본",(주)트리플픽쳐스
139,나의 산티아고,2016-07-14,"370,000",0.0%,"370,000",100.0%,"724,713,232",47,47,100.0%,"94,674",1,1,독일,독일,(주)영화사 진진
140,아가씨,2016-06-01,"469,000",0.0%,"469,000",100.0%,"35,220,422,991",44,44,100.0%,"4,288,869",1,1,한국,한국,(주)씨제이이엔엠
140,우리들,2016-06-16,"198,000",0.0%,"198,000",100.0%,"372,352,460",44,44,100.0%,"50,221",1,2,한국,한국,(주)엣나인필름
142,비긴 어게인,2014-08-13,"289,500",0.0%,"237,500",456.7%,"27,153,234,661",42,34,425.0%,"3,435,668",1,1,미국,미국,판씨네마(주)
142,최악의 하루,2016-08-25,"195,000",0.0%,"195,000",100.0%,"644,104,190",42,42,100.0%,"81,296",1,2,한국,한국,CGV아트하우스
144,이태원,2019-12-05,"287,000",0.0%,"287,000",100.0%,"2,086,500",41,41,100.0%,349,1,3,한국,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
144,하오의 연정,,"82,000",0.0%,"-36,000",-30.5%,"16,500,000",41,-18,-30.5%,"8,232",1,2,미국,미국,
144,플레이스 비욘드 더 파인즈,2013-08-01,"293,000",0.0%,"-316,000",-51.9%,"162,324,500",41,-41,-50.0%,"21,901",1,4,미국,미국,(주)미디어데이
147,나의 작은 시인에게,2019-04-04,"368,000",0.0%,"-826,000",-69.2%,"104,460,044",40,-91,-69.5%,"13,115",3,9,미국,미국,(주)엣나인필름
147,호랑이보다 무서운 겨울손님,2018-04-12,"170,000",0.0%,"138,000",431.3%,"71,945,900",40,36,900.0%,"8,976",1,2,한국,한국,"그린나래미디어(주),무브먼트"
147,그랜드 호텔,,"80,000",0.0%,"80,000",100.0%,"572,000",40,40,100.0%,286,1,2,미국,미국,
150,원더,2017-12-27,"234,000",0.0%,"-630,000",-72.9%,"2,014,524,189",39,-105,-72.9%,"264,242",1,1,미국,미국,"CGV아트하우스,그린나래미디어(주)"
151,승객,,"219,000",0.0%,"39,000",21.7%,"399,000",36,8,28.6%,64,1,1,폴란드,폴란드,
151,하녀,1960-11-03,"72,000",0.0%,"72,000",100.0%,"38,637,500",36,36,100.0%,"8,617",1,2,한국,한국,
151,천사들의 수녀 요안나,,"227,000",0.0%,"227,000",100.0%,"227,000",36,36,100.0%,36,1,1,폴란드,폴란드,
151,야간 열차,,"239,000",0.0%,"110,000",85.3%,"368,000",36,14,63.6%,58,1,1,폴란드,폴란드,
155,재와 다이아몬드,,"214,000",0.0%,"45,000",26.6%,"1,991,000",35,10,40.0%,864,1,1,폴란드,폴란드,
156,도우터 오브 마인,2019-04-25,"258,000",0.0%,"-685,000",-72.6%,"8,534,460",34,-117,-77.5%,"1,223",4,8,이탈리아,이탈리아,주식회사 씨네룩스
156,에메랄드,,"68,000",0.0%,"68,000",100.0%,"5,352,000",34,34,100.0%,"2,161",1,2,미국,미국,
